label	tagged_in_context
not_propaganda	They said the Republican senators never interviewed former <BOS> Obama administration <EOS> officials involved, and noted that no Democrats were involved. 
appeal_to_fear_prejudice	<BOS> We know it is demonically inspired because their hatred is for Christ Himself in the first place and for anyone who loves and wants to serve Him second. They are men who refuse to bend the knee before the God whom they will not serve <EOS>. 
appeal_to_fear_prejudice	"Absurd as it may sound <BOS> the danger we face comes from the West, from politicians in Brussels, Berlin and Paris <EOS>," Orban said to loud applause. 
not_propaganda	Victoria, we get the last word from you, <BOS> laws broken? <EOS> 
not_propaganda	The new allegations came yesterday amid reports that Senate Judiciary Committee chairman Chuck Grassley (R-Iowa) tentatively scheduled a hearing for this Thursday <BOS> to take testimony from Christine Blasey Ford, 51, who <EOS> claims Kavanaugh, 53, sexually assaulted her decades ago when he was a high school student. 
repetition	Judicial Watch Senior Investigator Bill Marshall remarked: “Citizens of Newton have been waging a minor war with school officials for years now, trying to get them to use balanced curriculum in their teaching materials on the subject of Islam and the Israeli-Palestinian conflict.” Dr. Bill Saxton, chairman of Citizens for National Security, said that the assignment was a “purposeful attempt to <BOS> indoctrinate <EOS> our impressionable high-schoolers with the ‘virtues’ of Islam at the expense of Christianity, Judaism and other religions.” 
not_propaganda	The two themes of <BOS> the upcoming Synod of Bishops in Rome are none <EOS> other than, Youth and Vocations. 
doubt	So, according to Faggioli, <BOS> the same Pope who sacks conservative bishops and cardinals according to his pleasure and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media, is somehow powerless to dismiss Modernist bishops who have created an obscene “gay culture” in the Church and replace them with orthodox, normal heterosexual males <EOS>. 
flag_waving	Orban is <BOS> openly Christian <EOS> and seems to understand something that many do not and that is you do not allow a wholesale flood of antichrists to pour into your country. 
not_propaganda	For for this <BOS> cause pay ye tribute also: for they are <EOS> God's ministers, attending continually upon this very thing. 
not_propaganda	Myers is a symptom of <BOS> the <EOS> problem. 
not_propaganda	“Many of your viewers may not remember that it never happened and we could very well be <BOS> treated to something <EOS> like that in the Gulf. 
not_propaganda	Email This field is for validation purposes <BOS> and should be <EOS> left unchanged. 
not_propaganda	“The only information I have is it’s the bar on top of the Mandalay Bay,” dispatch continues before being asked if the shooter was <BOS> pinned down <EOS> or “just sheltering right now?” 
exaggeration,minimisation	<BOS> The very <EOS> intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America. 
repetition	Coupled with the high likelihood that this disease could spread globally by an infected traveler getting on a plane to Europe or America, health officials are now warning that the strain of plague which has already killed more than 140 Madagascar <BOS> could mutate and become untreatable <EOS>. 
loaded_language	He knew from at least June 23, 2013 that McCarrick was a <BOS> serial predator <EOS>. 
not_propaganda	From January 2009 through May 2011 the New VDAWDI, calculated <BOS> using foreign-born and native-born employment <EOS> figures, grew by 5.5%. 
not_propaganda	<BOS> Who should <EOS> replace Nikki Haley as our ambassador to the U.N.? 
doubt	<BOS> Submit to those who lie continuously, to them that steal and even kill <EOS>? 
not_propaganda	Many of us are <BOS> not lawyers, <EOS> but we know Brett Kavanaugh as a person. 
not_propaganda	It doesn’t have to be this way, and we <BOS> urge lawmakers <EOS> to act.” 
name_calling,labeling	So, as Fastiggi and Goldstein would have it, all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—including <BOS> those ignorant Vatican translators <EOS>. 
not_propaganda	They’ve attacked from the front, sending the Roman pagans, French Revolutionaries, and British <BOS> American <EOS> secularists. 
flag_waving	“Our dedicated officers strive to make our communities safer by arresting convicted criminal aliens and removing them from the United States despite the reckless sanctuary policies that are currently in place in Cook County that put <BOS> our communities <EOS> at risk,” said Ricardo Wong, field office director of ERO Chicago. 
exaggeration,minimisation	I'm not a fan of Senator Lindsey Graham (R-SC), and he's my senator, but I have to tell you that he was right on point on Thursday when he berated Senate Democrats in their relentless assault on Judge Brett Kavanaugh while at the same time <BOS> believing every word of Dr. Christine Ford without any evidence <EOS>. 
not_propaganda	Moreover, both Robert Mueller and current deputy Attorney General Rod Rosenstein were directly involved – and current Attorney General Jeff Sessions and <BOS> other Justice Department officials <EOS> appear to be covering for them. 
name_calling,labeling	That is <BOS> profoundly irresponsible journalism – fake news – that should be of the gravest concern to readers <EOS>. 
loaded_language	We have previously shown that the Guardian even uses fascist propaganda tropes <BOS> to smear <EOS> the Russian people. 
causal_oversimplification	<BOS> I believe that Archbishop Viganò’s precious testimony is a sign that Heaven itself is now responding to the “need for justice” in the Church <EOS>. 
exaggeration,minimisation	Perhaps the most astonishing aspect of this <BOS> little incident <EOS> is just how completely blind the US bishops – as with nearly all the episcopate – are to what political analysts call the “optics”. 
not_propaganda	<BOS> equipment, <EOS> consulting. 
not_propaganda	“Outbreaks, generally, are managed reactively by ‘firefighting <BOS> teams’, deployed to clear houses of fleas, identify and treat cases and give pre-emptive treatment to <EOS> contacts at risk. 
not_propaganda	The missive is signed by Senate Minority Leader Chuck Schumer (D-N.Y.), Sen. Mark Warner (D-Va.), who is vice chairman of the Senate <BOS> Select Committee on Intelligence, House Minority Leader <EOS> Nancy Pelosi (D-Calif.), and Adam Schiff (D-Calif.), who is ranking member of the House Permanent Select Committee on Intelligence. 
not_propaganda	So, just how far is <BOS> “the farthest <EOS> ever”? 
causal_oversimplification	<BOS> That explains the effort of “The Great Left Hope” to have his client’s felony gun possession conviction tossed <EOS>. 
loaded_language	In the wake of Hurricane Maria’s <BOS> wrath <EOS>, Puerto Rico remains devastated. 
repetition	The bizarre <BOS> “sonic attacks” <EOS> against diplomats began in Cuba, but have now spread to other countries with over 200 illnesses reported. 
not_propaganda	“I talked <BOS> to him about it to <EOS> make sure he was on the same page as we are,” Giuliani said, and the president indicated he was not ordering Sessions to act. 
name_calling,labeling	But the dramatic act of extending his hand to one of America's longtime adversaries will forever illustrate <BOS> Trump's gut-driven, norm-shattering tenure <EOS>. 
not_propaganda	When he created the commission, Francis said: “The commission’s specific task is to propose to me the most opportune initiatives for protecting minors and vulnerable adults, in order that we may do everything possible to ensure that crimes such as those which have occurred are no longer repeated in the <BOS> Church.” <EOS> 
not_propaganda	<BOS> Habitual lying in effect changes you into a different kind of being, one that is by nature an opponent of Truth, ordered against <EOS> Truth. 
not_propaganda	Patel's crime was failing to disclose his trips <BOS> to Jordan when he was trying to join the Army and Air Force in December 2016 and January <EOS> 2017. 
